object_id,scene_id,date,lon,lat,old_class,ais_matched,ais_matched_raw,ais_match_quality,on_land,water_fraction,distance_to_land_m,major_m,minor_m,area_m2,aspect_ratio,confidence,vv_target_p95_db,vh_target_p95_db,vv_background_median_db,vh_background_median_db,vv_contrast_db,vh_contrast_db,combined_contrast_db,vv_minus_vh_peak_db,temporal_cluster_id,n_dates_detected,detection_persistence,bright_persistence,position_std_m,ts_median_contrast_db,ts_mad_contrast_db,ts_relative_mad,temporal_spike_db,geometry_plausible,vessel_score,final_class_3,classification_reason,review_flag
631,S01_20240602,S01_20240602,103.9510059315676,1.2930291843195605,UNCERTAIN,False,False,NONE,False,1.0,3005.3747846597907,253.21805864002707,90.04414659168722,12559.752913298576,2.812154573336852,0.5776299834251404,8.03125,-1.6298828125,-17.84375,-25.28125,25.875,23.6513671875,25.875,9.6611328125,627,1,0.05555555555555555,0.2222222222222222,0.0,3.4921875,1.3828125,0.30782608695652175,22.3828125,True,0.9944201334358367,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
632,S01_20240602,S01_20240602,103.69334905415931,1.293201058807135,UNCERTAIN,True,True,MODERATE,True,0.39375000000000004,41.49997040038195,290.76743126268457,105.82017326707911,19563.624352937444,2.7477504740879395,0.6836016774177551,26.484375,11.4375,-0.99609375,-14.6015625,27.48046875,26.0390625,27.48046875,15.046875,628,11,0.6111111111111112,1.0,23.84291395902078,23.33984375,1.658203125,0.06812710640346654,4.140625,True,0.8436260240023516,AIS_SUPPORTED_VESSEL,AIS match,False
633,S01_20240602,S01_20240602,104.01202476257458,1.2932116873510369,UNCERTAIN,False,False,NONE,False,1.0,6473.023834469995,294.35139284843007,156.84208498710194,26638.03992736331,1.876737311115421,0.8422495722770691,6.86328125,0.794921875,-15.34375,-22.828125,22.20703125,23.623046875,23.623046875,6.068359375,629,1,0.05555555555555555,0.05555555555555555,0.0,3.28125,0.765625,0.17883211678832117,20.341796875,True,0.9944903440534176,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
634,S01_20240602,S01_20240602,103.74056833574195,1.293380562368275,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1123.0891728507809,254.39014368760292,105.5592263292045,17936.784297672566,2.409928080509455,0.5642110705375671,21.15625,9.109375,-3.728515625,-13.34375,24.884765625,22.453125,24.884765625,12.046875,630,2,0.1111111111111111,1.0,4.2129586497407185,16.015380859375,1.05255126953125,0.0618588134012483,8.869384765625,True,0.976609334033827,AIS_SUPPORTED_VESSEL,AIS match,False
635,S01_20240602,S01_20240602,103.9617909032716,1.2940414364981354,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,3240.9875962420706,230.0170026900817,93.9159284713317,12357.086193442976,2.449179882838464,0.6918516755104065,6.0703125,4.21484375,-17.953125,-25.28125,24.0234375,29.49609375,29.49609375,1.85546875,631,2,0.1111111111111111,0.2222222222222222,19.25613778928927,3.94921875,1.55859375,0.3149171270718232,25.546875,True,0.9971307564062561,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
636,S01_20240602,S01_20240602,103.9933087920576,1.2943405843203153,UNCERTAIN,False,False,NONE,False,1.0,5010.565353183002,334.1558916317592,152.2756731258998,23802.31297653591,2.194414148840983,0.6791618466377258,5.25,1.3525390625,-16.296875,-23.5,21.546875,24.8525390625,24.8525390625,3.8974609375,632,1,0.05555555555555555,0.1111111111111111,0.0,2.8828125,0.609375,0.15694164989939638,21.9697265625,True,0.9900787078925094,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
637,S01_20240602,S01_20240602,103.97414017534868,1.294387944953259,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,3813.330113614109,191.2996622904032,108.68500011999306,10837.68619389329,1.760129383808252,0.5266001224517822,11.5625,2.962890625,-17.953125,-26.15625,29.515625,29.119140625,29.515625,8.599609375,633,1,0.05555555555555555,0.2777777777777778,0.0,3.3828125,1.21875,0.27807486631016043,26.1328125,True,0.9976802742679324,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
638,S01_20240602,S01_20240602,103.9473222629174,1.294400927896756,UNCERTAIN,False,False,NONE,False,1.0,2750.7568286036035,158.13614351481382,84.0515716764349,10027.56318945074,1.88141804324106,0.2840248048305511,5.7578125,-3.046875,-17.15625,-24.234375,22.9140625,21.1875,22.9140625,8.8046875,634,1,0.05555555555555555,0.2777777777777778,0.0,3.1015625,1.4765625,0.36,19.8125,True,0.9837520401567434,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
639,S01_20240602,S01_20240602,103.9311172686556,1.2949239878671404,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,2224.4682021518342,171.29154527926042,103.8445695712526,10736.69381141617,1.649499304455485,0.7069334983825684,5.28125,-3.05078125,-16.625,-23.515625,21.90625,20.46484375,21.90625,8.33203125,635,2,0.1111111111111111,0.16666666666666666,16.633181796785923,3.6484375,1.0390625,0.2235294117647059,18.2578125,True,0.9855803691276849,AIS_SUPPORTED_VESSEL,AIS match,False
640,S01_20240602,S01_20240602,104.00449984297914,1.295268955984187,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,5723.196066937553,260.8585072635402,129.32831011998553,20763.569814202125,2.017025560927274,0.7743398547172546,6.875,0.1640625,-15.0859375,-23.71875,21.9609375,23.8828125,23.8828125,6.7109375,636,1,0.05555555555555555,0.05555555555555555,0.0,2.625,0.7265625,0.20043103448275862,21.2578125,True,0.9943571684819106,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
641,S01_20240602,S01_20240602,103.9659021325018,1.2953571971973967,UNCERTAIN,False,False,NONE,False,1.0,3304.125323448327,192.4287301881779,80.04625338153727,9926.153058018468,2.403969231026642,0.6605851650238037,11.421875,1.357421875,-16.515625,-25.5625,27.9375,26.919921875,27.9375,10.064453125,637,1,0.05555555555555555,0.3333333333333333,0.0,3.84765625,1.94921875,0.40209508460918614,24.08984375,True,0.9983316080099258,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
642,S01_20240602,S01_20240602,103.9593191565487,1.295370740316833,UNCERTAIN,False,False,NONE,False,1.0,3007.781283636215,142.2561438099245,74.67134308970967,7495.289775033902,1.905096894253247,0.5468735694885254,4.3515625,-7.7578125,-18.71875,-26.0,23.0703125,18.2421875,23.0703125,12.109375,638,1,0.05555555555555555,0.16666666666666666,0.0,3.296875,1.03515625,0.2409090909090909,19.7734375,True,0.981191267437475,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
643,S01_20240602,S01_20240602,103.51108548783316,1.295447461234019,PROBABLE_FALSE_ALARM,False,False,NONE,True,,329.91783193688235,,,,,0.5669254660606384,-8.46875,-12.125,-11.2421875,-15.59375,2.7734375,3.46875,3.46875,3.65625,639,2,0.1111111111111111,0.0,6.695216503406633,4.52734375,0.828125,0.14982332155477032,-1.05859375,True,0.017712416546488582,STATIC_OR_PROBABLE_FALSE_ALARM,on-land hard rejection,False
644,S01_20240602,S01_20240602,103.6854110004544,1.2956401144849945,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,248.29666553981707,152.1294276856308,77.96139027108002,8210.684958098405,1.9513431861163664,0.3164075314998626,9.6875,0.239501953125,-14.5703125,-20.75,24.2578125,20.989501953125,24.2578125,9.447998046875,640,1,0.05555555555555555,0.05555555555555555,0.0,3.76171875,1.23046875,0.258408531583265,20.49609375,True,0.9759189639583403,AIS_SUPPORTED_VESSEL,AIS match,False
645,S01_20240602,S01_20240602,103.9886331990883,1.2956667363262415,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,4597.759703508596,227.61317903181728,119.47959596296964,14585.281861574102,1.9050380711227173,0.6914429664611816,11.1875,-1.4931640625,-17.25,-26.140625,28.4375,24.6474609375,28.4375,12.6806640625,641,1,0.05555555555555555,0.05555555555555555,0.0,3.1875,0.9921875,0.23694029850746268,25.25,True,0.9975853780043612,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
646,S01_20240602,S01_20240602,103.96911811321124,1.2958146664342944,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,3438.247216375516,182.29715778781744,90.0435338254151,9824.844058183013,2.0245446845885944,0.7141955494880676,12.953125,1.8857421875,-17.484375,-25.859375,30.4375,27.7451171875,30.4375,11.0673828125,642,1,0.05555555555555555,0.1111111111111111,0.0,2.609375,1.13671875,0.31493506493506496,27.828125,True,0.9986615060775436,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
647,S01_20240602,S01_20240602,103.99277430315884,1.2958165460482227,UNCERTAIN,False,False,NONE,False,1.0,4842.079887091539,334.155951494104,152.27564143551024,23903.593757779818,2.194414998643242,0.2992503643035888,-10.953125,-17.359375,-18.5625,-26.140625,7.609375,8.78125,8.78125,6.40625,643,1,0.05555555555555555,0.05555555555555555,0.0,3.8203125,1.1484375,0.23824959481361427,4.9609375,True,0.7580200268572366,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
648,S01_20240602,S01_20240602,103.99952017465476,1.2959108362984382,UNCERTAIN,False,False,NONE,False,1.0,5293.567675922943,287.6474770533727,160.06831445571646,24004.7796491495,1.7970294622734442,0.6734104752540588,6.3828125,-2.19140625,-15.125,-23.953125,21.5078125,21.76171875,21.76171875,8.57421875,644,1,0.05555555555555555,0.1111111111111111,0.0,3.0859375,1.19921875,0.29349904397705545,18.67578125,True,0.9939469050050672,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
649,S01_20240602,S01_20240602,103.67820291995884,1.2959261597637972,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,890.1450378869978,435.854798261348,380.02932829064486,83019.62244635084,1.1468977939723852,0.758720874786377,12.375,3.130859375,-1.873046875,-11.0,14.248046875,14.130859375,14.248046875,9.244140625,645,10,0.5555555555555556,0.7777777777777778,19.708495874439134,14.39404296875,2.19775390625,0.14276651758809908,-0.14599609375,False,0.8628631421495867,AIS_SUPPORTED_VESSEL,AIS match,False
650,S01_20240602,S01_20240602,104.05077724987927,1.2959516968543388,UNCERTAIN,False,False,NONE,False,1.0,9611.295795877044,448.1327659351465,265.75651471444337,50033.74554739677,1.6862531720686782,0.848247766494751,6.375,-0.93896484375,-12.265625,-20.578125,18.640625,19.63916015625,19.63916015625,7.31396484375,646,1,0.05555555555555555,0.05555555555555555,0.0,3.1640625,0.515625,0.12382739212007504,16.47509765625,False,0.9910884593547341,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
651,S01_20240602,S01_20240602,103.73540212813369,1.2961408925824205,STATIC_MARITIME_OBJECT,False,True,LOW,False,1.0,1146.3674881541792,147.4253910528892,115.46781048648296,11451.201016162684,1.2767661431507555,0.5987505912780762,2.328125,-2.77734375,-15.84375,-20.5625,18.171875,17.78515625,18.171875,5.10546875,647,4,0.2222222222222222,1.0,3.0644682479124428,17.038818359375,1.224609375,0.06788744975435462,1.133056640625,True,0.841226008209043,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
652,S01_20240602,S01_20240602,103.7521672155004,1.2962277480346895,AIS_MATCHED_VESSEL,True,True,HIGH,False,,1303.34092196469,,,,,0.4411618113517761,5.51953125,-9.2578125,2.205078125,-10.1953125,3.314453125,0.9375,3.314453125,14.77734375,648,4,0.2222222222222222,0.05555555555555555,19.217727156654036,6.716796875,1.556640625,0.20172108327005822,-3.40234375,True,0.04972650450153519,AIS_SUPPORTED_VESSEL,AIS match,False
653,S01_20240602,S01_20240602,103.75336196935862,1.296459204637331,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1323.8749416520145,20.202598532604743,20.064964255261,405.3498982753621,1.006859432969469,0.3037911057472229,19.609375,4.44921875,4.3671875,-9.578125,15.2421875,14.02734375,15.2421875,15.16015625,649,1,0.05555555555555555,0.8888888888888888,0.0,14.74609375,2.0234375,0.12850409327710247,0.49609375,True,0.8898450025786081,AIS_SUPPORTED_VESSEL,AIS match,False
654,S01_20240602,S01_20240602,104.055661930674,1.2964615691792187,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,9308.786830318744,140.0279533256791,101.24381941454628,8912.866928353604,1.3830765585040787,0.7376551032066345,13.203125,-5.921875,-19.359375,-27.453125,32.5625,21.53125,32.5625,19.125,650,1,0.05555555555555555,0.16666666666666666,0.0,3.9921875,1.78515625,0.35758998435054773,28.5703125,True,0.9992638030888685,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
655,S01_20240602,S01_20240602,103.99933447100815,1.296575343329548,UNCERTAIN,False,False,NONE,False,1.0,5224.725265329416,243.51412979261383,130.3708345045279,19750.76527399611,1.8678574139537043,0.3291506469249725,12.578125,-2.4453125,-16.390625,-24.71875,28.96875,22.2734375,28.96875,15.0234375,651,1,0.05555555555555555,0.1111111111111111,0.0,3.46875,0.796875,0.17832167832167833,25.5,True,0.9934298764602475,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
656,S01_20240602,S01_20240602,103.9720250344596,1.2965825083301463,UNCERTAIN,False,False,NONE,False,1.0,3493.6766503782364,141.77169542034324,50.05389146526512,4963.054985631624,2.8323810850695925,0.3064566254615783,4.68359375,-3.009765625,-19.25,-26.46875,23.93359375,23.458984375,23.93359375,7.693359375,652,1,0.05555555555555555,0.1111111111111111,0.0,2.48828125,0.8125,0.23292273236282196,21.4453125,True,0.9844379783618816,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
657,S01_20240602,S01_20240602,103.9482383884301,1.296655990457206,UNCERTAIN,False,False,NONE,False,1.0,2542.583679058396,162.0355807930597,80.04665867391908,9014.664888822968,2.024264141406996,0.2896663248538971,2.84375,-9.90625,-18.328125,-25.28125,21.171875,15.375,21.171875,12.75,653,1,0.05555555555555555,0.2222222222222222,0.0,3.5390625,2.2421875,0.4939759036144578,17.6328125,True,0.9808764497679013,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
658,S01_20240602,S01_20240602,103.9746036085494,1.297247530052956,UNCERTAIN,False,False,NONE,False,1.0,3556.646484125402,141.77154864634517,60.05121936167719,5874.625477977961,2.3608437955686097,0.524405837059021,8.625,-4.06640625,-18.84375,-26.796875,27.46875,22.73046875,27.46875,12.69140625,654,1,0.05555555555555555,0.2222222222222222,0.0,3.41796875,1.31640625,0.2979664014146773,24.05078125,True,0.9947094193567653,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
659,S01_20240602,S01_20240602,103.71411603543253,1.2973495462306706,UNCERTAIN,True,True,MODERATE,True,0.025000000000000022,59.64128530198551,377.4653742338812,353.3843805815374,35874.254353972625,1.068143910641199,0.3121305704116821,10.1015625,-3.234375,-11.171875,-17.484375,21.2734375,14.25,21.2734375,13.3359375,655,5,0.2777777777777778,1.0,5.8933381084272245,19.55859375,1.923828125,0.09357780733422003,1.71484375,False,0.02593271733680902,AIS_SUPPORTED_VESSEL,AIS match,False
660,S01_20240602,S01_20240602,103.73211548803016,1.297491700133261,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1019.7845973877196,399.3262039110616,287.1790481493428,37292.482633542335,1.390513014387451,0.8233692049980164,5.91015625,-1.2451171875,-11.984375,-18.0625,17.89453125,16.8173828125,17.89453125,7.1552734375,656,15,0.8333333333333334,0.9444444444444444,20.00629571115215,16.240234375,0.9354248046875,0.05425824175824176,1.654296875,False,0.8214961217527786,AIS_SUPPORTED_VESSEL,AIS match,False
661,S01_20240602,S01_20240602,103.99189276502102,1.2975563089346334,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,4628.007051296752,212.68974911258096,80.04616390750284,11344.076994433131,2.6570885940062547,0.7524715065956116,8.7578125,-0.341796875,-17.359375,-25.546875,26.1171875,25.205078125,26.1171875,9.099609375,657,1,0.05555555555555555,0.16666666666666666,0.0,2.9453125,0.98828125,0.2504950495049505,23.171875,True,0.99666295504026,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
662,S01_20240602,S01_20240602,103.9525460000241,1.2976781741884502,UNCERTAIN,False,False,NONE,False,1.0,2558.269237933966,101.24696014497356,100.04139373872356,6988.875381945003,1.0120506758372294,0.4311191737651825,8.140625,-4.08203125,-18.078125,-25.859375,26.21875,21.77734375,26.21875,12.22265625,658,1,0.05555555555555555,0.3333333333333333,0.0,4.59375,2.6640625,0.4762569832402235,21.625,True,0.9953146088205381,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
663,S01_20240602,S01_20240602,103.98364604526152,1.297986140794468,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,4056.797216632356,189.19813585531847,98.70347643149034,11647.993884331952,1.9168335573938984,0.7312286496162415,7.10546875,-3.48046875,-17.953125,-25.84375,25.05859375,22.36328125,25.05859375,10.5859375,659,1,0.05555555555555555,0.16666666666666666,0.0,2.3515625,1.3515625,0.40326340326340326,22.70703125,True,0.9968706642160521,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
664,S01_20240602,S01_20240602,103.96674081172485,1.2980578872588215,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,3088.0151745280496,166.90162271592052,96.37662119004165,11242.870006076815,1.7317646194175365,0.7153471112251282,10.0390625,0.29443359375,-17.59375,-25.0,27.6328125,25.29443359375,27.6328125,9.74462890625,660,1,0.05555555555555555,0.1111111111111111,0.0,3.625,0.93359375,0.20185810810810811,24.0078125,True,0.9955940282542936,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
665,S01_20240602,S01_20240602,103.9597285428,1.2984444746802986,UNCERTAIN,False,False,NONE,False,1.0,2703.79423383237,186.50429027610156,84.05111187033982,9318.454928675912,2.218939001827954,0.5480750203132629,8.8203125,-0.249755859375,-18.328125,-24.734375,27.1484375,24.484619140625,27.1484375,9.070068359375,661,1,0.05555555555555555,0.16666666666666666,0.0,2.765625,1.39453125,0.3703319502074689,24.3828125,True,0.9957236211882435,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
666,S01_20240602,S01_20240602,103.99653956427726,1.2987082876058145,UNCERTAIN,False,False,NONE,False,1.0,4842.75204053184,202.5581254212805,110.03816692518674,11242.753394027266,1.8407987981024496,0.4356271922588348,11.046875,0.3984375,-17.46875,-26.140625,28.515625,26.5390625,28.515625,10.6484375,662,1,0.05555555555555555,0.16666666666666666,0.0,2.90625,1.140625,0.292,25.609375,True,0.9972241969113291,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
667,S01_20240602,S01_20240602,104.08280502488782,1.2987843879172876,UNCERTAIN,False,False,NONE,False,1.0,8106.7625615741235,436.74553204771854,264.8136930584608,51239.29960649061,1.6492558485308455,0.867726743221283,2.306640625,1.0205078125,-14.671875,-20.40625,16.978515625,21.4267578125,21.4267578125,1.2861328125,663,2,0.1111111111111111,0.16666666666666666,3.4875051919401447,3.765625,1.40625,0.29508196721311475,17.6611328125,False,0.9912798674860953,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
668,S01_20240602,S01_20240602,104.15236145943172,1.2993824543220789,UNCERTAIN,False,False,NONE,False,1.0,5137.303627904743,222.7702328224971,120.03027310570022,17821.596424199706,1.8559503953333731,0.5416205525398254,-3.869140625,-21.578125,-18.625,-25.765625,14.755859375,4.1875,14.755859375,17.708984375,664,1,0.05555555555555555,0.16666666666666666,0.0,3.390625,1.234375,0.28113879003558717,11.365234375,True,0.8846115136939816,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
669,S01_20240602,S01_20240602,103.96262128368936,1.2994604019491276,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,2736.9667770566507,204.87583056408383,72.5419644446991,9318.434118197492,2.824238799326517,0.6917880177497864,4.6796875,-3.7890625,-18.453125,-26.15625,23.1328125,22.3671875,23.1328125,8.46875,665,2,0.1111111111111111,0.3333333333333333,20.609747531860155,4.5859375,2.9453125,0.5272727272727272,18.546875,True,0.997257103836951,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
670,S01_20240602,S01_20240602,103.72148980750882,1.2994685511297777,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,703.3151918897,240.02314126773263,121.5611509112873,15504.87180720681,1.9745053371771408,0.3662011921405792,7.453125,-5.94140625,-13.8125,-20.25,21.265625,14.30859375,21.265625,13.39453125,666,2,0.1111111111111111,0.6111111111111112,7.501664376810086,13.73046875,5.666015625,0.38464598249801113,7.53515625,True,0.9666127422746086,AIS_SUPPORTED_VESSEL,AIS match,False
671,S01_20240602,S01_20240602,103.97637365409308,1.2995449720644925,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,3442.633413972816,171.97779168426905,90.14186181366358,9824.78507257136,1.907857106832032,0.7104382514953613,7.92578125,-2.08984375,-18.1875,-26.15625,26.11328125,24.06640625,26.11328125,10.015625,667,2,0.1111111111111111,0.2777777777777778,17.632904348302183,4.07421875,2.08984375,0.41185527328714394,22.0390625,True,0.9977840758288256,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
672,S01_20240602,S01_20240602,104.06123651394635,1.3000312071764324,UNCERTAIN,False,False,NONE,False,1.0,8680.854372542399,466.9479131787464,244.1225652783557,54793.623549643344,1.9127601442591704,0.856095016002655,12.7578125,4.234375,-9.390625,-18.15625,22.1484375,22.390625,22.390625,8.5234375,668,1,0.05555555555555555,0.1111111111111111,0.0,2.65625,0.7421875,0.202991452991453,19.734375,False,0.9966062537152095,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
673,S01_20240602,S01_20240602,103.96891814991858,1.3002534277640847,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,2985.280765324585,171.17376731893825,73.3329965975027,8204.238254250193,2.334198454461732,0.5576010942459106,8.25,2.212890625,-18.453125,-25.265625,26.703125,27.478515625,27.478515625,6.037109375,669,1,0.05555555555555555,0.16666666666666666,0.0,2.9765625,1.078125,0.27111984282907664,24.501953125,True,0.9952375900219611,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
674,S01_20240602,S01_20240602,103.70328098225188,1.300254119873494,UNCERTAIN,False,False,NONE,False,1.0,318.28246474873407,170.76110642959168,125.67240708877137,11758.32269489281,1.3587796270104937,0.351868063211441,13.6328125,-6.19140625,-15.765625,-21.078125,29.3984375,14.88671875,29.3984375,19.82421875,670,3,0.16666666666666666,0.4444444444444444,8.908778241390278,4.421875,2.4296875,0.44812680115273773,24.9765625,True,0.9854277285323494,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
675,S01_20240602,S01_20240602,103.98840442451832,1.3004583020278744,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,4145.713703472589,206.53377905368623,73.15597143649873,10837.65628657271,2.8231978196470657,0.5975768566131592,2.77734375,-3.94140625,-19.109375,-26.140625,21.88671875,22.19921875,22.19921875,6.71875,671,1,0.05555555555555555,0.16666666666666666,0.0,2.53125,0.84375,0.23893805309734514,19.66796875,True,0.9869442406024663,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
676,S01_20240602,S01_20240602,103.94690132439236,1.3006990170560198,UNCERTAIN,False,False,NONE,False,1.0,2071.7327272144025,101.24717098593943,70.04912716269726,5064.414969821474,1.445373769622869,0.5663621425628662,5.015625,-9.140625,-19.6875,-25.71875,24.703125,16.578125,24.703125,14.15625,672,1,0.05555555555555555,0.05555555555555555,0.0,2.84375,0.921875,0.23983739837398374,21.859375,True,0.978996005091836,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
677,S01_20240602,S01_20240602,103.9733352410261,1.300931936686883,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,3132.850925090609,196.69824234702492,70.72915665366557,9419.652249996549,2.7810064710679816,0.5707026124000549,-1.099609375,-3.7890625,-18.703125,-25.5625,17.603515625,21.7734375,21.7734375,2.689453125,673,2,0.1111111111111111,0.16666666666666666,16.810967514445615,3.1484375,0.859375,0.2071563088512241,18.625,True,0.9717493802995855,AIS_SUPPORTED_VESSEL,AIS match,False
678,S01_20240602,S01_20240602,103.96568069472627,1.3010872079514733,UNCERTAIN,False,False,NONE,False,1.0,2741.147389148089,168.46665322608416,86.27127969092791,9622.271377584895,1.9527547734266395,0.640260636806488,4.83984375,-3.369140625,-18.453125,-25.859375,23.29296875,22.490234375,23.29296875,8.208984375,674,1,0.05555555555555555,0.1111111111111111,0.0,3.39453125,0.8046875,0.1831111111111111,19.8984375,True,0.9870915503778218,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
679,S01_20240602,S01_20240602,103.983622715922,1.3015966259631868,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,3737.419628453985,196.69773224803916,68.30286148998249,8811.94846745675,2.8797875807426814,0.5586608052253723,3.2734375,-2.8359375,-19.390625,-25.84375,22.6640625,23.0078125,23.0078125,6.109375,675,1,0.05555555555555555,0.16666666666666666,0.0,3.46875,1.125,0.2517482517482518,19.5390625,True,0.9877851073643645,AIS_SUPPORTED_VESSEL,AIS match,False
680,S01_20240602,S01_20240602,103.96338597382744,1.3019526769473513,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,2528.594129244063,167.89547663496543,108.98414545820764,11141.58989221484,1.5405495535985887,0.673245906829834,1.99609375,-5.41796875,-18.328125,-25.28125,20.32421875,19.86328125,20.32421875,7.4140625,676,1,0.05555555555555555,0.2222222222222222,0.0,3.6015625,0.8515625,0.18505942275042445,16.72265625,True,0.9730717025176165,AIS_SUPPORTED_VESSEL,AIS match,False
681,S01_20240602,S01_20240602,104.001439079562,1.3020097515081774,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,4953.503369740051,182.2953781025253,80.04580534861903,9723.42079462068,2.2773882692364005,0.4887960851192474,13.609375,-0.890625,-17.46875,-26.453125,31.078125,25.5625,31.078125,14.5,677,1,0.05555555555555555,0.16666666666666666,0.0,4.4140625,1.98828125,0.36724386724386726,26.6640625,True,0.9986818976223071,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
682,S01_20240602,S01_20240602,104.06911350971772,1.3020667116710865,UNCERTAIN,False,False,NONE,False,1.0,8137.090748515411,498.8543599154205,259.5526478792877,63695.11594117744,1.9219775409396973,0.8724493384361267,4.9296875,-2.755859375,-12.4453125,-20.5625,17.375,17.806640625,17.806640625,7.685546875,678,1,0.05555555555555555,0.05555555555555555,0.0,3.50390625,1.0078125,0.22376409366869038,14.302734375,False,0.9910121527891705,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
683,S01_20240602,S01_20240602,103.9977559548732,1.3026185961873114,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,4617.827681008695,170.04303844034834,86.03878123819989,9217.011281155515,1.9763534070709483,0.5876235365867615,6.0234375,-2.3515625,-18.4375,-25.84375,24.4609375,23.4921875,24.4609375,8.375,679,2,0.1111111111111111,0.1111111111111111,10.919471316609632,3.25,1.0078125,0.23713235294117646,21.2109375,True,0.9934032263943722,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
